Data;Ano;Mes;Product;Region;Retailer;Sales Method;State;Price per Unit;Total Sales;Units Sold
jun/21;2021;6;Calçado Atlético Masculino;Oeste;West Gear;Loja;Utah;25;1000;40
set/21;2021;9;Calçado Atlético Masculino;Oeste;West Gear;Loja;Utah;25;1125;45
mar/21;2021;3;Calçado Atlético Masculino;Oeste;West Gear;Loja;Utah;30;1050;35
dez/21;2021;12;Calçado Atlético Masculino;Oeste;West Gear;Loja;Utah;30;1500;50
mai/21;2021;5;Calçado Atlético Masculino;Oeste;West Gear;Loja;Utah;30;1140;38
jul/21;2021;7;Calçado Atlético Masculino;Oeste;West Gear;Loja;Utah;30;1650;55
ago/21;2021;8;Calçado Atlético Masculino;Oeste;West Gear;Loja;Utah;35;1855;53
out/21;2021;10;Calçado de Rua Masculino;Oeste;West Gear;Loja;Utah;30;1740;58
nov/21;2021;11;Calçado de Rua Masculino;Oeste;West Gear;Loja;Utah;30;1650;55
abr/21;2021;4;Calçado de Rua Masculino;Oeste;West Gear;Loja;Utah;30;1890;63
jun/21;2021;6;Calçado de Rua Masculino;Oeste;West Gear;Loja;Utah;30;1950;65
set/21;2021;9;Calçado de Rua Masculino;Oeste;West Gear;Loja;Utah;30;1950;65
mar/21;2021;3;Calçado de Rua Masculino;Oeste;West Gear;Loja;Utah;30;2010;67
mai/21;2021;5;Calçado de Rua Masculino;Oeste;West Gear;Loja;Utah;35;2345;67
ago/21;2021;8;Calçado de Rua Masculino;Oeste;West Gear;Loja;Utah;35;2625;75
jul/21;2021;7;Calçado de Rua Masculino;Oeste;West Gear;Loja;Utah;35;2800;80
dez/21;2021;12;Calçado de Rua Masculino;Oeste;West Gear;Loja;Utah;40;2800;70
fev/21;2021;2;Roupa Feminina;Oeste;West Gear;Loja;Utah;25;1125;45
abr/21;2021;4;Roupa Feminina;Oeste;West Gear;Loja;Utah;25;1000;40
set/21;2021;9;Roupa Feminina;Oeste;West Gear;Loja;Utah;25;1000;40
mar/21;2021;3;Roupa Feminina;Oeste;West Gear;Loja;Utah;30;1200;40
out/21;2021;10;Roupa Feminina;Oeste;West Gear;Loja;Utah;35;1400;40
ago/21;2021;8;Roupa Feminina;Oeste;West Gear;Loja;Utah;35;1855;53
jun/21;2021;6;Roupa Feminina;Oeste;West Gear;Loja;Utah;40;2320;58
jul/21;2021;7;Roupa Feminina;Oeste;West Gear;Loja;Utah;40;2400;60
nov/21;2021;11;Roupa Feminina;Oeste;West Gear;Loja;Utah;45;2025;45
dez/21;2021;12;Roupa Feminina;Oeste;West Gear;Loja;Utah;45;2250;50
mai/21;2021;5;Roupa Feminina;Oeste;West Gear;Loja;Utah;45;1800;40
set/21;2021;9;Calçado Atlético Feminino;Oeste;West Gear;Loja;Utah;10;330;33
abr/21;2021;4;Calçado Atlético Feminino;Oeste;West Gear;Loja;Utah;20;500;25
out/21;2021;10;Calçado Atlético Feminino;Oeste;West Gear;Loja;Utah;20;560;28
fev/21;2021;2;Calçado Atlético Feminino;Oeste;West Gear;Loja;Utah;20;600;30
ago/21;2021;8;Calçado Atlético Feminino;Oeste;West Gear;Loja;Utah;20;760;38
nov/21;2021;11;Calçado Atlético Feminino;Oeste;West Gear;Loja;Utah;20;760;38
jun/21;2021;6;Calçado Atlético Feminino;Oeste;West Gear;Loja;Utah;20;800;40
mar/21;2021;3;Calçado Atlético Feminino;Oeste;West Gear;Loja;Utah;25;625;25
mai/21;2021;5;Calçado Atlético Feminino;Oeste;West Gear;Loja;Utah;25;700;28
jul/21;2021;7;Calçado Atlético Feminino;Oeste;West Gear;Loja;Utah;25;1075;43
dez/21;2021;12;Calçado Atlético Feminino;Oeste;West Gear;Loja;Utah;30;1200;40
set/21;2021;9;Calçado de Rua Feminino;Oeste;West Gear;Loja;Utah;10;350;35
abr/21;2021;4;Calçado de Rua Feminino;Oeste;West Gear;Loja;Utah;15;495;33
out/21;2021;10;Calçado de Rua Feminino;Oeste;West Gear;Loja;Utah;20;600;30
nov/21;2021;11;Calçado de Rua Feminino;Oeste;West Gear;Loja;Utah;20;700;35
mar/21;2021;3;Calçado de Rua Feminino;Oeste;West Gear;Loja;Utah;20;800;40
jun/21;2021;6;Calçado de Rua Feminino;Oeste;West Gear;Loja;Utah;20;860;43
mai/21;2021;5;Calçado de Rua Feminino;Oeste;West Gear;Loja;Utah;25;875;35
jul/21;2021;7;Calçado de Rua Feminino;Oeste;West Gear;Loja;Utah;25;1200;48
ago/21;2021;8;Calçado de Rua Feminino;Oeste;West Gear;Loja;Utah;30;1350;45
dez/21;2021;12;Calçado de Rua Feminino;Oeste;West Gear;Loja;Utah;30;1350;45
jan/21;2021;1;Calçado Atlético Masculino;Nordeste;West Gear;Site;Maine;41;451;11
jan/20;2020;1;Calçado Atlético Masculino;Nordeste;West Gear;Site;Pennsylvania;44;528;12
jan/21;2021;1;Calçado de Rua Masculino;Nordeste;West Gear;Site;Maine;33;330;10
jan/20;2020;1;Calçado de Rua Masculino;Nordeste;West Gear;Site;Pennsylvania;32;384;12
jan/21;2021;1;Calçado Atlético Feminino;Nordeste;West Gear;Site;Maine;43;258;6
jan/20;2020;1;Calçado Atlético Feminino;Nordeste;West Gear;Site;Pennsylvania;43;387;9
jan/21;2021;1;Calçado de Rua Feminino;Nordeste;West Gear;Site;Maine;43;430;10
jan/20;2020;1;Calçado de Rua Feminino;Nordeste;West Gear;Site;Pennsylvania;41;492;12
dez/21;2021;12;Roupa Masculino;Sul;Foot Locker;Site;Louisiana;85;4505;53
dez/21;2021;12;Roupa Masculino;Sul;Foot Locker;Site;Louisiana;82;1066;13
dez/21;2021;12;Roupa Feminina;Sul;Foot Locker;Site;Louisiana;90;5670;63
dez/21;2021;12;Roupa Feminina;Sul;Foot Locker;Site;Louisiana;87;1566;18
dez/21;2021;12;Calçado Atlético Feminino;Sul;Foot Locker;Site;Louisiana;75;4500;60
dez/21;2021;12;Calçado Atlético Feminino;Sul;Foot Locker;Site;Louisiana;72;1152;16
dez/21;2021;12;Calçado de Rua Feminino;Sul;Foot Locker;Site;Louisiana;75;4500;60
dez/21;2021;12;Calçado de Rua Feminino;Sul;Foot Locker;Site;Louisiana;69;1104;16
out/21;2021;10;Roupa Masculino;Sul;West Gear;Site;Louisiana;50;1750;35
set/21;2021;9;Roupa Masculino;Sul;West Gear;Site;Louisiana;55;1540;28
ago/21;2021;8;Roupa Masculino;Sul;West Gear;Site;Louisiana;65;3120;48
nov/21;2021;11;Roupa Masculino;Sul;West Gear;Site;Louisiana;70;3360;48
jun/21;2021;6;Roupa Masculino;Sul;West Gear;Site;Louisiana;95;4275;45
jul/21;2021;7;Roupa Masculino;Sul;West Gear;Site;Louisiana;95;6175;65
set/21;2021;9;Roupa Masculino;Sul;West Gear;Site;Louisiana;51;408;8
nov/21;2021;11;Roupa Masculino;Sul;West Gear;Site;Louisiana;68;816;12
abr/21;2021;4;Roupa Masculino;Sul;West Gear;Site;Louisiana;43;215;5
jun/21;2021;6;Roupa Masculino;Sul;West Gear;Site;Louisiana;92;1104;12
jul/21;2021;7;Roupa Masculino;Sul;West Gear;Site;Louisiana;86;1634;19
mai/21;2021;5;Roupa Masculino;Sul;West Gear;Site;Louisiana;36;252;7
out/21;2021;10;Roupa Masculino;Sul;West Gear;Site;Louisiana;47;470;10
ago/21;2021;8;Roupa Masculino;Sul;West Gear;Site;Louisiana;64;896;14
fev/21;2021;2;Roupa Masculino;Sul;West Gear;Site;Louisiana;48;240;5
mar/21;2021;3;Roupa Masculino;Sul;West Gear;Site;Louisiana;56;224;4
nov/21;2021;11;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;45;3150;70
set/21;2021;9;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;50;2500;50
out/21;2021;10;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;50;2900;58
jun/21;2021;6;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;70;4900;70
dez/21;2021;12;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;80;6400;80
ago/21;2021;8;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;85;7055;83
jul/21;2021;7;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;95;7125;75
abr/21;2021;4;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;52;468;9
dez/21;2021;12;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;72;1584;22
set/21;2021;9;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;46;598;13
ago/21;2021;8;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;77;1848;24
nov/21;2021;11;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;42;882;21
mai/21;2021;5;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;47;470;10
jun/21;2021;6;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;65;1365;21
out/21;2021;10;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;45;720;16
mar/21;2021;3;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;51;510;10
jul/21;2021;7;Calçado Atlético Masculino;Sul;West Gear;Site;Louisiana;92;1840;20
nov/20;2020;11;Calçado Atlético Masculino;Sul;West Gear;Site;Texas;49;931;19
out/21;2021;10;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;35;1400;40
nov/21;2021;11;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;40;2520;63
set/21;2021;9;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;45;2250;50
jun/21;2021;6;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;60;4980;83
dez/21;2021;12;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;70;5600;80
jul/21;2021;7;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;90;8100;90
ago/21;2021;8;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;95;8075;85
nov/21;2021;11;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;39;741;19
mar/21;2021;3;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;44;660;15
jun/21;2021;6;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;58;1450;25
ago/21;2021;8;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;86;2236;26
abr/21;2021;4;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;48;672;14
dez/21;2021;12;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;69;1656;24
mai/21;2021;5;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;43;688;16
jul/21;2021;7;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;86;2322;27
out/21;2021;10;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;34;374;11
set/21;2021;9;Calçado de Rua Masculino;Sul;West Gear;Site;Louisiana;43;645;15
nov/20;2020;11;Calçado de Rua Masculino;Sul;West Gear;Site;Texas;37;777;21
set/21;2021;9;Roupa Feminina;Sul;West Gear;Site;Louisiana;40;1200;30
out/21;2021;10;Roupa Feminina;Sul;West Gear;Site;Louisiana;55;2200;40
mai/21;2021;5;Roupa Feminina;Sul;West Gear;Site;Louisiana;65;3770;58
ago/21;2021;8;Roupa Feminina;Sul;West Gear;Site;Louisiana;70;2100;30
nov/21;2021;11;Roupa Feminina;Sul;West Gear;Site;Louisiana;85;5100;60
jul/21;2021;7;Roupa Feminina;Sul;West Gear;Site;Louisiana;110;7150;65
jun/21;2021;6;Roupa Feminina;Sul;West Gear;Site;Louisiana;110;8250;75
mar/21;2021;3;Roupa Feminina;Sul;West Gear;Site;Louisiana;41;410;10
mai/21;2021;5;Roupa Feminina;Sul;West Gear;Site;Louisiana;59;1003;17
out/21;2021;10;Roupa Feminina;Sul;West Gear;Site;Louisiana;50;550;11
fev/21;2021;2;Roupa Feminina;Sul;West Gear;Site;Louisiana;44;484;11
nov/21;2021;11;Roupa Feminina;Sul;West Gear;Site;Louisiana;81;1377;17
jun/21;2021;6;Roupa Feminina;Sul;West Gear;Site;Louisiana;100;2000;20
jul/21;2021;7;Roupa Feminina;Sul;West Gear;Site;Louisiana;103;1648;16
ago/21;2021;8;Roupa Feminina;Sul;West Gear;Site;Louisiana;63;567;9
set/21;2021;9;Roupa Feminina;Sul;West Gear;Site;Louisiana;39;312;8
abr/21;2021;4;Roupa Feminina;Sul;West Gear;Site;Louisiana;55;605;11
out/21;2021;10;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;40;1520;38
set/21;2021;9;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;45;1125;25
nov/21;2021;11;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;50;2500;50
ago/21;2021;8;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;75;3600;48
jun/21;2021;6;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;85;4930;58
jul/21;2021;7;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;90;5400;60
out/21;2021;10;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;36;396;11
nov/21;2021;11;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;48;624;13
set/21;2021;9;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;41;246;6
mai/21;2021;5;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;44;396;9
abr/21;2021;4;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;39;273;7
ago/21;2021;8;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;74;962;13
jul/21;2021;7;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;86;1462;17
fev/21;2021;2;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;44;308;7
mar/21;2021;3;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;50;400;8
jun/21;2021;6;Calçado Atlético Feminino;Sul;West Gear;Site;Louisiana;82;1312;16
nov/20;2020;11;Calçado Atlético Feminino;Sul;West Gear;Site;Texas;48;864;18
nov/21;2021;11;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;40;2120;53
set/21;2021;9;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;45;1350;30
out/21;2021;10;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;45;1800;40
ago/21;2021;8;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;75;5250;70
jun/21;2021;6;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;85;5950;70
jul/21;2021;7;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;95;6650;70
out/21;2021;10;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;42;420;10
mai/21;2021;5;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;49;539;11
abr/21;2021;4;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;52;572;11
nov/21;2021;11;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;38;532;14
set/21;2021;9;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;43;344;8
jul/21;2021;7;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;90;1800;20
mar/21;2021;3;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;56;672;12
ago/21;2021;8;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;70;1330;19
jun/21;2021;6;Calçado de Rua Feminino;Sul;West Gear;Site;Louisiana;83;1660;20
nov/20;2020;11;Calçado de Rua Feminino;Sul;West Gear;Site;Texas;46;1012;22
dez/21;2021;12;Roupa Masculino;Sudeste;Foot Locker;Site;Georgia;65;2600;40
dez/21;2021;12;Roupa Masculino;Sudeste;Foot Locker;Site;Georgia;64;768;12
set/21;2021;9;Roupa Masculino;Sudeste;Foot Locker;Site;Virginia;58;348;6
abr/21;2021;4;Roupa Masculino;Sudeste;Foot Locker;Site;Virginia;49;196;4
ago/21;2021;8;Roupa Masculino;Sudeste;Foot Locker;Site;Virginia;64;704;11
jun/21;2021;6;Roupa Masculino;Sudeste;Foot Locker;Site;Virginia;81;810;10
mar/21;2021;3;Roupa Masculino;Sudeste;Foot Locker;Site;Virginia;51;153;3
mai/21;2021;5;Roupa Masculino;Sudeste;Foot Locker;Site;Virginia;44;220;5
out/21;2021;10;Roupa Masculino;Sudeste;Foot Locker;Site;Virginia;53;477;9
fev/21;2021;2;Roupa Masculino;Sudeste;Foot Locker;Site;Virginia;42;168;4
nov/21;2021;11;Roupa Masculino;Sudeste;Foot Locker;Site;Virginia;73;803;11
jul/21;2021;7;Roupa Masculino;Sudeste;Foot Locker;Site;Virginia;85;1360;16
mai/21;2021;5;Calçado Atlético Masculino;Sudeste;Foot Locker;Site;Virginia;51;510;10
dez/21;2021;12;Calçado Atlético Masculino;Sudeste;Foot Locker;Site;Virginia;74;1702;23
set/21;2021;9;Calçado Atlético Masculino;Sudeste;Foot Locker;Site;Virginia;52;572;11
jun/21;2021;6;Calçado Atlético Masculino;Sudeste;Foot Locker;Site;Virginia;62;1116;18
mar/21;2021;3;Calçado Atlético Masculino;Sudeste;Foot Locker;Site;Virginia;45;405;9
abr/21;2021;4;Calçado Atlético Masculino;Sudeste;Foot Locker;Site;Virginia;59;413;7
ago/21;2021;8;Calçado Atlético Masculino;Sudeste;Foot Locker;Site;Virginia;76;1520;20
nov/21;2021;11;Calçado Atlético Masculino;Sudeste;Foot Locker;Site;Virginia;47;799;17
out/21;2021;10;Calçado Atlético Masculino;Sudeste;Foot Locker;Site;Virginia;51;714;14
jul/21;2021;7;Calçado Atlético Masculino;Sudeste;Foot Locker;Site;Virginia;81;1620;20
out/21;2021;10;Calçado de Rua Masculino;Sudeste;Foot Locker;Site;Virginia;38;380;10
ago/21;2021;8;Calçado de Rua Masculino;Sudeste;Foot Locker;Site;Virginia;83;1992;24
mai/21;2021;5;Calçado de Rua Masculino;Sudeste;Foot Locker;Site;Virginia;46;598;13
mar/21;2021;3;Calçado de Rua Masculino;Sudeste;Foot Locker;Site;Virginia;38;532;14
nov/21;2021;11;Calçado de Rua Masculino;Sudeste;Foot Locker;Site;Virginia;42;672;16
jun/21;2021;6;Calçado de Rua Masculino;Sudeste;Foot Locker;Site;Virginia;53;1219;23
dez/21;2021;12;Calçado de Rua Masculino;Sudeste;Foot Locker;Site;Virginia;60;1380;23
abr/21;2021;4;Calçado de Rua Masculino;Sudeste;Foot Locker;Site;Virginia;52;624;12
set/21;2021;9;Calçado de Rua Masculino;Sudeste;Foot Locker;Site;Virginia;46;506;11
jul/21;2021;7;Calçado de Rua Masculino;Sudeste;Foot Locker;Site;Virginia;79;2054;26
dez/21;2021;12;Roupa Feminina;Sudeste;Foot Locker;Site;Georgia;70;3500;50
dez/21;2021;12;Roupa Feminina;Sudeste;Foot Locker;Site;Georgia;64;896;14
nov/21;2021;11;Roupa Feminina;Sudeste;Foot Locker;Site;Virginia;74;1110;15
jul/21;2021;7;Roupa Feminina;Sudeste;Foot Locker;Site;Virginia;96;1728;18
jun/21;2021;6;Roupa Feminina;Sudeste;Foot Locker;Site;Virginia;96;1728;18
mar/21;2021;3;Roupa Feminina;Sudeste;Foot Locker;Site;Virginia;49;392;8
ago/21;2021;8;Roupa Feminina;Sudeste;Foot Locker;Site;Virginia;73;584;8
fev/21;2021;2;Roupa Feminina;Sudeste;Foot Locker;Site;Virginia;38;304;8
set/21;2021;9;Roupa Feminina;Sudeste;Foot Locker;Site;Virginia;42;294;7
mai/21;2021;5;Roupa Feminina;Sudeste;Foot Locker;Site;Virginia;56;840;15
out/21;2021;10;Roupa Feminina;Sudeste;Foot Locker;Site;Virginia;59;590;10
abr/21;2021;4;Roupa Feminina;Sudeste;Foot Locker;Site;Virginia;64;512;8
dez/21;2021;12;Calçado Atlético Feminino;Sudeste;Foot Locker;Site;Georgia;55;2640;48
dez/21;2021;12;Calçado Atlético Feminino;Sudeste;Foot Locker;Site;Georgia;51;663;13
mar/21;2021;3;Calçado Atlético Feminino;Sudeste;Foot Locker;Site;Virginia;48;336;7
jul/21;2021;7;Calçado Atlético Feminino;Sudeste;Foot Locker;Site;Virginia;82;1230;15
abr/21;2021;4;Calçado Atlético Feminino;Sudeste;Foot Locker;Site;Virginia;42;252;6
nov/21;2021;11;Calçado Atlético Feminino;Sudeste;Foot Locker;Site;Virginia;52;572;11
out/21;2021;10;Calçado Atlético Feminino;Sudeste;Foot Locker;Site;Virginia;41;410;10
set/21;2021;9;Calçado Atlético Feminino;Sudeste;Foot Locker;Site;Virginia;45;225;5
ago/21;2021;8;Calçado Atlético Feminino;Sudeste;Foot Locker;Site;Virginia;66;726;11
jun/21;2021;6;Calçado Atlético Feminino;Sudeste;Foot Locker;Site;Virginia;72;1008;14
fev/21;2021;2;Calçado Atlético Feminino;Sudeste;Foot Locker;Site;Virginia;38;228;6
mai/21;2021;5;Calçado Atlético Feminino;Sudeste;Foot Locker;Site;Virginia;47;329;7
dez/21;2021;12;Calçado de Rua Feminino;Sudeste;Foot Locker;Site;Georgia;55;2640;48
dez/21;2021;12;Calçado de Rua Feminino;Sudeste;Foot Locker;Site;Georgia;53;742;14
jul/21;2021;7;Calçado de Rua Feminino;Sudeste;Foot Locker;Site;Virginia;86;1548;18
out/21;2021;10;Calçado de Rua Feminino;Sudeste;Foot Locker;Site;Virginia;46;460;10
set/21;2021;9;Calçado de Rua Feminino;Sudeste;Foot Locker;Site;Virginia;47;329;7
nov/21;2021;11;Calçado de Rua Feminino;Sudeste;Foot Locker;Site;Virginia;43;602;14
mar/21;2021;3;Calçado de Rua Feminino;Sudeste;Foot Locker;Site;Virginia;52;468;9
ago/21;2021;8;Calçado de Rua Feminino;Sudeste;Foot Locker;Site;Virginia;69;1311;19
jun/21;2021;6;Calçado de Rua Feminino;Sudeste;Foot Locker;Site;Virginia;73;1460;20
abr/21;2021;4;Calçado de Rua Feminino;Sudeste;Foot Locker;Site;Virginia;57;513;9
mai/21;2021;5;Calçado de Rua Feminino;Sudeste;Foot Locker;Site;Virginia;50;450;9
fev/21;2021;2;Roupa Masculino;Sudeste;Sports Direct;Site;Florida;52;312;6
mar/21;2021;3;Roupa Masculino;Sudeste;Sports Direct;Site;Florida;61;244;4
fev/21;2021;2;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;45;810;18
mar/21;2021;3;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;55;825;15
abr/21;2021;4;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;55;990;18
mai/21;2021;5;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;55;1265;23
jun/21;2021;6;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;55;1540;28
out/21;2021;10;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;55;1650;30
set/21;2021;9;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;55;2200;40
jul/21;2021;7;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;55;2640;48
nov/21;2021;11;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;65;2275;35
ago/21;2021;8;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;65;2925;45
out/21;2021;10;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;50;450;9
mar/21;2021;3;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;51;204;4
nov/21;2021;11;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;60;600;10
fev/21;2021;2;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;41;205;5
mai/21;2021;5;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;50;300;6
jun/21;2021;6;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;51;357;7
abr/21;2021;4;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;52;260;5
set/21;2021;9;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;54;540;10
jul/21;2021;7;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;54;756;14
ago/21;2021;8;Roupa Masculino;Sudeste;Sports Direct;Site;Georgia;60;780;13
dez/21;2021;12;Roupa Masculino;Sudeste;Sports Direct;Site;Virginia;72;936;13
mar/21;2021;3;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Florida;58;580;10
mar/21;2021;3;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;50;1900;38
out/21;2021;10;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;50;2650;53
set/21;2021;9;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;50;3000;60
abr/21;2021;4;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;55;1815;33
mai/21;2021;5;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;55;2200;40
jun/21;2021;6;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;55;2915;53
jul/21;2021;7;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;55;3190;58
nov/21;2021;11;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;60;3480;58
ago/21;2021;8;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;60;3780;63
dez/21;2021;12;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;60;4080;68
abr/21;2021;4;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;51;459;9
jul/21;2021;7;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;51;867;17
jun/21;2021;6;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;54;810;15
out/21;2021;10;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;47;658;14
mai/21;2021;5;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;52;572;11
ago/21;2021;8;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;58;1044;18
mar/21;2021;3;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;46;460;10
dez/21;2021;12;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;58;1102;19
nov/21;2021;11;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;58;986;17
set/21;2021;9;Calçado Atlético Masculino;Sudeste;Sports Direct;Site;Georgia;47;752;16
mar/21;2021;3;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Florida;46;736;16
mar/21;2021;3;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;40;2120;53
out/21;2021;10;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;45;2385;53
set/21;2021;9;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;45;2700;60
abr/21;2021;4;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;50;2650;53
mai/21;2021;5;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;50;2750;55
jun/21;2021;6;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;50;3400;68
jul/21;2021;7;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;50;3650;73
nov/21;2021;11;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;55;2915;53
ago/21;2021;8;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;55;3740;68
dez/21;2021;12;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;55;3740;68
mar/21;2021;3;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;37;518;14
jul/21;2021;7;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;47;940;20
out/21;2021;10;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;42;546;13
abr/21;2021;4;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;45;630;14
nov/21;2021;11;Calçado de Rua Masculino;Sudeste;Sports Direct;Site;Georgia;51;714;14
